Transaction ID,Country,Amount (USD),Transaction Type,Date of Transaction,Person Involved,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Tax Haven Country
TX0000004240,China,966288.8043,Offshore Transfer,6/26/2013 15:00,Person_5356,Casinos,Russia,FALSE,Illegal,10,3,Bank_31,Panama
TX0000004241,India,2766437.185,Cryptocurrency,6/26/2013 16:00,Person_3806,Oil & Gas,UK,FALSE,Illegal,7,8,Bank_442,Luxembourg
TX0000004242,South Africa,929610.4723,Cryptocurrency,6/26/2013 17:00,Person_6461,Casinos,Brazil,FALSE,Illegal,6,1,Bank_106,Bahamas
TX0000004243,China,62133.02781,Cash Withdrawal,6/26/2013 18:00,Person_8341,Luxury Goods,Switzerland,TRUE,Illegal,10,1,Bank_57,Switzerland
TX0000004244,South Africa,1571462.501,Cryptocurrency,6/26/2013 19:00,Person_5127,Real Estate,Switzerland,FALSE,Illegal,1,4,Bank_329,Singapore
TX0000004245,UK,1455697.429,Property Purchase,6/26/2013 20:00,Person_1514,Finance,UK,FALSE,Illegal,3,3,Bank_34,Cayman Islands
TX0000004246,Singapore,3649519.217,Stocks Transfer,6/26/2013 21:00,Person_3534,Luxury Goods,Russia,TRUE,Illegal,4,6,Bank_240,Cayman Islands
TX0000004247,Brazil,3646325.045,Offshore Transfer,6/26/2013 22:00,Person_4054,Luxury Goods,South Africa,FALSE,Illegal,7,6,Bank_470,Switzerland
TX0000004248,China,3019058.77,Cash Withdrawal,6/26/2013 23:00,Person_626,Construction,South Africa,FALSE,Illegal,1,3,Bank_140,Singapore
TX0000004249,UAE,3928911.004,Offshore Transfer,6/27/2013 0:00,Person_5071,Real Estate,Russia,FALSE,Illegal,2,0,Bank_192,Luxembourg
TX0000004250,China,4620940.631,Cash Withdrawal,6/27/2013 1:00,Person_7857,Construction,Russia,FALSE,Legal,4,5,Bank_192,Cayman Islands
TX0000004251,UAE,1778085.833,Property Purchase,6/27/2013 2:00,Person_8637,Construction,Singapore,TRUE,Illegal,6,3,Bank_208,Singapore
TX0000004252,UK,2149881.042,Stocks Transfer,6/27/2013 3:00,Person_8435,Finance,India,FALSE,Illegal,6,1,Bank_252,Luxembourg
TX0000004253,UAE,157070.994,Cryptocurrency,6/27/2013 4:00,Person_5604,Real Estate,Singapore,FALSE,Illegal,1,7,Bank_355,Luxembourg
TX0000004254,UK,2507751.53,Cryptocurrency,6/27/2013 5:00,Person_9857,Casinos,USA,FALSE,Legal,2,0,Bank_436,Switzerland
TX0000004255,South Africa,3022312.898,Stocks Transfer,6/27/2013 6:00,Person_9507,Casinos,UK,FALSE,Illegal,8,2,Bank_188,Luxembourg
TX0000004256,Russia,4940108.941,Offshore Transfer,6/27/2013 7:00,Person_1144,Finance,South Africa,FALSE,Legal,4,2,Bank_298,Cayman Islands
TX0000004257,Switzerland,4322064.496,Property Purchase,6/27/2013 8:00,Person_6390,Finance,UAE,TRUE,Illegal,9,5,Bank_419,Bahamas
TX0000004258,Switzerland,2980726.57,Stocks Transfer,6/27/2013 9:00,Person_3882,Real Estate,India,FALSE,Illegal,5,1,Bank_479,Singapore
TX0000004259,Brazil,566563.8852,Offshore Transfer,6/27/2013 10:00,Person_7699,Oil & Gas,Brazil,FALSE,Illegal,4,5,Bank_69,Singapore
TX0000004260,USA,792034.8564,Offshore Transfer,6/27/2013 11:00,Person_4324,Finance,UAE,FALSE,Illegal,3,9,Bank_465,Bahamas
TX0000004261,Switzerland,908202.0323,Offshore Transfer,6/27/2013 12:00,Person_4637,Finance,USA,TRUE,Illegal,3,1,Bank_119,Panama
TX0000004262,USA,1551990.743,Stocks Transfer,6/27/2013 13:00,Person_4193,Construction,UK,FALSE,Legal,8,5,Bank_313,Bahamas
TX0000004263,UK,4925120.866,Cash Withdrawal,6/27/2013 14:00,Person_2429,Real Estate,UK,FALSE,Illegal,5,2,Bank_321,Switzerland
TX0000004264,India,2319629.186,Stocks Transfer,6/27/2013 15:00,Person_5189,Oil & Gas,India,FALSE,Illegal,2,0,Bank_11,Panama
TX0000004265,South Africa,3372243.961,Stocks Transfer,6/27/2013 16:00,Person_3779,Construction,Singapore,FALSE,Legal,3,2,Bank_336,Panama
TX0000004266,Russia,2206476.812,Property Purchase,6/27/2013 17:00,Person_1330,Oil & Gas,South Africa,FALSE,Legal,3,8,Bank_220,Switzerland
TX0000004267,Singapore,4995808.258,Stocks Transfer,6/27/2013 18:00,Person_7415,Arms Trade,Singapore,FALSE,Legal,2,5,Bank_154,Cayman Islands
TX0000004268,USA,1747984.656,Cash Withdrawal,6/27/2013 19:00,Person_6131,Oil & Gas,South Africa,FALSE,Legal,3,3,Bank_106,Singapore
TX0000004269,South Africa,2860940.534,Offshore Transfer,6/27/2013 20:00,Person_340,Casinos,UAE,FALSE,Legal,10,0,Bank_232,Singapore
TX0000004270,UAE,828524.4002,Stocks Transfer,6/27/2013 21:00,Person_5091,Casinos,UAE,FALSE,Legal,1,5,Bank_145,Bahamas
TX0000004271,Russia,4144076.347,Cash Withdrawal,6/27/2013 22:00,Person_2733,Arms Trade,China,FALSE,Illegal,1,1,Bank_446,Cayman Islands
TX0000004272,India,908747.4734,Stocks Transfer,6/27/2013 23:00,Person_6307,Casinos,UK,FALSE,Illegal,1,2,Bank_59,Panama
TX0000004273,USA,841220.8414,Offshore Transfer,6/28/2013 0:00,Person_7950,Casinos,UAE,FALSE,Illegal,6,7,Bank_444,Luxembourg
TX0000004274,UK,3627309.455,Stocks Transfer,6/28/2013 1:00,Person_5340,Casinos,UK,TRUE,Illegal,1,8,Bank_226,Singapore
TX0000004275,China,1661722.297,Cryptocurrency,6/28/2013 2:00,Person_4803,Arms Trade,Russia,FALSE,Illegal,1,1,Bank_439,Switzerland
TX0000004276,Brazil,2827538.103,Offshore Transfer,6/28/2013 3:00,Person_8855,Finance,UK,TRUE,Illegal,2,2,Bank_369,Cayman Islands
TX0000004277,China,2673814.121,Cash Withdrawal,6/28/2013 4:00,Person_4687,Finance,Russia,TRUE,Illegal,5,6,Bank_130,Singapore
TX0000004278,Switzerland,1271846.487,Stocks Transfer,6/28/2013 5:00,Person_9376,Real Estate,India,FALSE,Illegal,3,5,Bank_221,Singapore
TX0000004279,Switzerland,699895.0971,Stocks Transfer,6/28/2013 6:00,Person_4575,Arms Trade,Russia,FALSE,Legal,1,7,Bank_341,Bahamas
TX0000004280,China,569362.4148,Offshore Transfer,6/28/2013 7:00,Person_6056,Real Estate,India,FALSE,Illegal,3,1,Bank_195,Luxembourg
TX0000004281,UK,2239790.856,Stocks Transfer,6/28/2013 8:00,Person_9089,Real Estate,UAE,FALSE,Legal,8,4,Bank_41,Cayman Islands
TX0000004282,Singapore,2818093.174,Cryptocurrency,6/28/2013 9:00,Person_5599,Oil & Gas,Switzerland,FALSE,Illegal,8,6,Bank_488,Bahamas
TX0000004283,South Africa,1321100.511,Property Purchase,6/28/2013 10:00,Person_4753,Luxury Goods,Switzerland,FALSE,Legal,4,3,Bank_31,Panama
TX0000004284,UAE,2110916.629,Cash Withdrawal,6/28/2013 11:00,Person_9270,Oil & Gas,Russia,FALSE,Illegal,3,5,Bank_201,Switzerland
TX0000004285,Singapore,1436960.025,Stocks Transfer,6/28/2013 12:00,Person_2573,Finance,USA,FALSE,Illegal,10,6,Bank_358,Panama
TX0000004286,UAE,1995172.249,Offshore Transfer,6/28/2013 13:00,Person_8235,Oil & Gas,India,FALSE,Illegal,3,5,Bank_368,Panama
TX0000004287,South Africa,3676395.82,Stocks Transfer,6/28/2013 14:00,Person_8268,Real Estate,UAE,TRUE,Legal,10,0,Bank_152,Singapore
,Switzerland,3460616.758,Property Purchase,6/28/2013 15:00,Person_8542,Real Estate,China,FALSE,Illegal,5,1,Bank_476,Bahamas
TX0000004289,UK,1495618.776,Cryptocurrency,6/28/2013 16:00,Person_1088,Oil & Gas,South Africa,FALSE,Legal,10,3,Bank_137,Bahamas
TX0000004290,Switzerland,2480055.227,Offshore Transfer,6/28/2013 17:00,Person_756,Luxury Goods,USA,FALSE,Legal,1,7,Bank_225,Switzerland
TX0000004291,Switzerland,2143748.273,Cryptocurrency,6/28/2013 18:00,Person_6689,Finance,Brazil,FALSE,Illegal,8,8,Bank_241,Switzerland
TX0000004292,Russia,3720239.128,Offshore Transfer,6/28/2013 19:00,Person_8190,Oil & Gas,China,TRUE,Illegal,2,4,Bank_465,Singapore
TX0000004293,UAE,3138503.486,Property Purchase,6/28/2013 20:00,Person_9245,Luxury Goods,China,FALSE,Legal,4,3,Bank_446,Singapore
TX0000004294,UK,1181399.061,Cryptocurrency,6/28/2013 21:00,Person_8151,Arms Trade,Switzerland,FALSE,Legal,10,3,Bank_346,Switzerland
TX0000004295,India,822932.7375,Stocks Transfer,6/28/2013 22:00,Person_6646,Construction,USA,FALSE,Illegal,1,3,Bank_260,Luxembourg
TX0000004296,China,828532.1211,Property Purchase,6/28/2013 23:00,Person_5411,Oil & Gas,USA,FALSE,Illegal,2,5,Bank_190,Luxembourg
TX0000004297,China,2181948.305,Offshore Transfer,6/29/2013 0:00,Person_7233,Finance,UK,FALSE,Legal,8,4,Bank_37,Switzerland
TX0000004298,Brazil,4903875.894,Stocks Transfer,6/29/2013 1:00,Person_3473,Construction,China,FALSE,Illegal,9,4,Bank_362,Panama
TX0000004299,USA,3071033.605,Cryptocurrency,6/29/2013 2:00,Person_9387,Arms Trade,Switzerland,FALSE,Illegal,7,1,Bank_49,Switzerland
TX0000004300,UK,3936370.764,Offshore Transfer,6/29/2013 3:00,Person_5204,Real Estate,China,TRUE,Legal,6,2,Bank_30,Singapore
TX0000004301,UAE,2982309.07,Property Purchase,6/29/2013 4:00,Person_1644,Construction,South Africa,FALSE,Illegal,1,3,Bank_226,Singapore
TX0000004302,UK,2353529.62,Property Purchase,6/29/2013 5:00,Person_1786,Casinos,China,FALSE,Legal,8,8,Bank_46,Panama
TX0000004303,UAE,1590321.714,Property Purchase,6/29/2013 6:00,Person_6206,Casinos,UAE,FALSE,Illegal,3,4,Bank_472,Singapore
TX0000004304,USA,198222.8477,Property Purchase,6/29/2013 7:00,Person_4898,Arms Trade,China,FALSE,Illegal,6,1,Bank_28,Switzerland
TX0000004305,Brazil,524524.8443,Property Purchase,6/29/2013 8:00,Person_7621,Real Estate,Russia,FALSE,Illegal,9,5,Bank_468,Singapore
TX0000004306,China,3534424.639,Offshore Transfer,6/29/2013 9:00,Person_1807,Oil & Gas,South Africa,FALSE,Illegal,9,5,Bank_439,Switzerland
TX0000004307,Switzerland,1831068.476,Property Purchase,6/29/2013 10:00,Person_4309,Real Estate,Russia,FALSE,Illegal,1,2,Bank_113,Switzerland
TX0000004308,UK,2943815.518,Cryptocurrency,6/29/2013 11:00,Person_5330,Casinos,India,FALSE,Legal,10,4,Bank_278,Panama
TX0000004309,South Africa,2524616.549,Stocks Transfer,6/29/2013 12:00,Person_1936,Finance,UAE,FALSE,Legal,7,7,Bank_97,Luxembourg
TX0000004310,UK,1160560.821,Cryptocurrency,6/29/2013 13:00,Person_4484,Real Estate,China,FALSE,Illegal,8,1,Bank_325,Switzerland
TX0000004311,South Africa,3844012.672,Stocks Transfer,6/29/2013 14:00,Person_5315,Luxury Goods,Brazil,FALSE,Illegal,4,7,Bank_204,Switzerland
TX0000004312,Russia,1561289.338,Cash Withdrawal,6/29/2013 15:00,Person_5373,Casinos,Switzerland,FALSE,Illegal,10,8,Bank_284,Panama
TX0000004313,Switzerland,160941.8859,Cryptocurrency,6/29/2013 16:00,Person_7853,Construction,UK,FALSE,Illegal,2,0,Bank_190,Cayman Islands
TX0000004314,India,495412.0415,Offshore Transfer,6/29/2013 17:00,Person_2807,Oil & Gas,Russia,TRUE,Legal,4,0,Bank_420,Cayman Islands
TX0000004315,Russia,4692841.225,Stocks Transfer,6/29/2013 18:00,Person_9816,Arms Trade,China,FALSE,Illegal,4,2,Bank_16,Switzerland
TX0000004316,India,1210186.271,Stocks Transfer,6/29/2013 19:00,Person_5095,Luxury Goods,India,TRUE,Legal,9,5,Bank_132,Panama
TX0000004317,China,3430676.951,Cryptocurrency,6/29/2013 20:00,Person_6929,Oil & Gas,India,TRUE,Illegal,8,6,Bank_429,Cayman Islands
TX0000004318,India,3126324.1,Property Purchase,6/29/2013 21:00,Person_2924,Oil & Gas,Singapore,FALSE,Illegal,4,7,Bank_114,Panama
TX0000004319,Russia,2752181.21,Cryptocurrency,6/29/2013 22:00,Person_8711,Luxury Goods,USA,TRUE,Illegal,3,7,Bank_85,Singapore
TX0000004320,India,1809835.108,Stocks Transfer,6/29/2013 23:00,Person_5191,Casinos,USA,FALSE,Illegal,4,8,Bank_162,Singapore
TX0000004321,UAE,899419.9736,Cash Withdrawal,6/30/2013 0:00,Person_9039,Arms Trade,USA,FALSE,Illegal,8,5,Bank_492,Cayman Islands
TX0000004322,Russia,4230836.479,Stocks Transfer,6/30/2013 1:00,Person_7819,Real Estate,Brazil,TRUE,Illegal,4,6,Bank_62,Panama
TX0000004323,USA,3723130.977,Cryptocurrency,6/30/2013 2:00,Person_4344,Arms Trade,South Africa,FALSE,Legal,8,9,Bank_161,Singapore
TX0000004324,UAE,4050325.276,Stocks Transfer,6/30/2013 3:00,Person_6699,Oil & Gas,India,FALSE,Illegal,1,0,Bank_255,Singapore
TX0000004325,Switzerland,3946002.106,Property Purchase,6/30/2013 4:00,Person_9552,Luxury Goods,Russia,FALSE,Illegal,9,3,Bank_262,Bahamas
TX0000004326,South Africa,1437021.311,Cash Withdrawal,6/30/2013 5:00,Person_2982,Casinos,South Africa,FALSE,Illegal,1,4,Bank_220,Switzerland
TX0000004327,USA,2457442.563,Offshore Transfer,6/30/2013 6:00,Person_2780,Luxury Goods,USA,TRUE,Illegal,1,0,Bank_229,Singapore
TX0000004328,India,2893370.974,Property Purchase,6/30/2013 7:00,Person_4343,Oil & Gas,USA,FALSE,Legal,6,2,Bank_102,Luxembourg
TX0000004329,Singapore,4593418.133,Cryptocurrency,6/30/2013 8:00,Person_335,Casinos,USA,TRUE,Legal,1,7,Bank_274,Switzerland
TX0000004330,Brazil,3741251.493,Cryptocurrency,6/30/2013 9:00,Person_625,Real Estate,USA,FALSE,Legal,10,7,Bank_8,Panama
TX0000004331,China,653404.4892,Stocks Transfer,6/30/2013 10:00,Person_7715,Oil & Gas,Russia,FALSE,Illegal,7,2,Bank_213,Panama
TX0000004332,Switzerland,1072059.857,Cryptocurrency,6/30/2013 11:00,Person_9695,Real Estate,Switzerland,FALSE,Legal,8,9,Bank_68,Switzerland
TX0000004333,USA,1682960.332,Cash Withdrawal,6/30/2013 12:00,Person_1962,Construction,Brazil,FALSE,Legal,8,2,Bank_239,Cayman Islands
TX0000004334,UK,3178013.448,Cash Withdrawal,6/30/2013 13:00,Person_5988,Arms Trade,USA,FALSE,Illegal,9,3,Bank_419,Singapore
TX0000004335,USA,2995603.35,Cryptocurrency,6/30/2013 14:00,Person_5834,Arms Trade,Russia,FALSE,Illegal,2,9,Bank_236,Luxembourg
TX0000004336,Russia,1212045.671,Property Purchase,6/30/2013 15:00,Person_8725,Arms Trade,Singapore,FALSE,Illegal,8,9,Bank_417,Bahamas
TX0000004337,Switzerland,2953456.015,Property Purchase,6/30/2013 16:00,Person_8994,Real Estate,South Africa,FALSE,Illegal,10,0,Bank_206,Switzerland
TX0000004338,South Africa,2510424.158,Property Purchase,6/30/2013 17:00,Person_319,Construction,UK,FALSE,Legal,7,9,Bank_143,Luxembourg
TX0000004339,China,1756793.97,Offshore Transfer,6/30/2013 18:00,Person_638,Luxury Goods,Switzerland,FALSE,Legal,1,8,Bank_404,Bahamas
TX0000004340,China,1058823.195,Cryptocurrency,6/30/2013 19:00,Person_8245,Construction,India,FALSE,Legal,10,9,Bank_354,Cayman Islands
TX0000004341,Brazil,2961178.186,Property Purchase,6/30/2013 20:00,Person_5137,Construction,Switzerland,FALSE,Legal,9,5,Bank_104,Cayman Islands
TX0000004342,Singapore,655641.7598,Cash Withdrawal,6/30/2013 21:00,Person_6088,Oil & Gas,UAE,FALSE,Illegal,3,3,Bank_280,Bahamas
TX0000004343,South Africa,4971406.037,Cash Withdrawal,6/30/2013 22:00,Person_148,Arms Trade,India,FALSE,Legal,1,1,Bank_125,Luxembourg
TX0000004344,India,3671255.944,Offshore Transfer,6/30/2013 23:00,Person_8071,Casinos,Switzerland,FALSE,Legal,1,1,Bank_190,Cayman Islands
TX0000004345,India,1049337.91,Cash Withdrawal,7/1/2013 0:00,Person_7369,Real Estate,Brazil,FALSE,Illegal,1,8,Bank_8,Singapore
TX0000004346,Brazil,3621175.562,Offshore Transfer,7/1/2013 1:00,Person_1698,Casinos,Russia,TRUE,Legal,10,9,Bank_280,Bahamas
TX0000004347,Switzerland,687332.3222,Offshore Transfer,7/1/2013 2:00,Person_4087,Luxury Goods,China,TRUE,Illegal,9,0,Bank_385,Switzerland
TX0000004348,UK,3938578.817,Stocks Transfer,7/1/2013 3:00,Person_5702,Luxury Goods,South Africa,FALSE,Illegal,10,5,Bank_422,Luxembourg
TX0000004349,Switzerland,1963520.725,Offshore Transfer,7/1/2013 4:00,Person_5270,Finance,India,FALSE,Illegal,10,5,Bank_404,Bahamas
TX0000004350,UK,4914600.621,Stocks Transfer,7/1/2013 5:00,Person_3062,Oil & Gas,Singapore,FALSE,Legal,9,5,Bank_81,Singapore
TX0000004351,China,3975356.074,Cash Withdrawal,7/1/2013 6:00,Person_3091,Casinos,Brazil,FALSE,Illegal,9,3,Bank_319,Bahamas
TX0000004352,Russia,4671892.143,Cash Withdrawal,7/1/2013 7:00,Person_6765,Finance,China,FALSE,Illegal,2,1,Bank_192,Bahamas
TX0000004353,China,4750695.285,Property Purchase,7/1/2013 8:00,Person_4383,Finance,USA,FALSE,Legal,6,2,Bank_210,Cayman Islands
TX0000004354,Singapore,4350403.156,Cash Withdrawal,7/1/2013 9:00,Person_8087,Construction,Switzerland,FALSE,Illegal,8,2,Bank_173,Cayman Islands
TX0000004355,Switzerland,2797732.776,Property Purchase,7/1/2013 10:00,Person_29,Finance,Brazil,TRUE,Illegal,6,7,Bank_94,Panama
TX0000004356,India,4190646.712,Cash Withdrawal,7/1/2013 11:00,Person_387,Oil & Gas,Singapore,FALSE,Illegal,6,1,Bank_196,Cayman Islands
TX0000004357,Singapore,3789688.903,Cryptocurrency,7/1/2013 12:00,Person_8718,Real Estate,South Africa,FALSE,Illegal,8,9,Bank_345,Cayman Islands
TX0000004358,Singapore,1068108.962,Cash Withdrawal,7/1/2013 13:00,Person_6149,Casinos,UK,FALSE,Illegal,6,1,Bank_182,Singapore
TX0000004359,Singapore,3913658.502,Property Purchase,7/1/2013 14:00,Person_3416,Finance,India,TRUE,Legal,3,7,Bank_293,Switzerland
TX0000004360,Singapore,1025704.965,Property Purchase,7/1/2013 15:00,Person_5632,Arms Trade,Russia,TRUE,Illegal,1,9,Bank_280,Cayman Islands
TX0000004361,India,4875282.683,Cash Withdrawal,7/1/2013 16:00,Person_633,Arms Trade,India,FALSE,Illegal,2,3,Bank_317,Switzerland
TX0000004362,India,2706809.44,Cryptocurrency,7/1/2013 17:00,Person_9388,Finance,Brazil,FALSE,Illegal,7,7,Bank_432,Cayman Islands
TX0000004363,Switzerland,1574640.639,Cryptocurrency,7/1/2013 18:00,Person_789,Finance,Switzerland,FALSE,Illegal,2,8,Bank_70,Singapore
TX0000004364,Brazil,251246.8172,Stocks Transfer,7/1/2013 19:00,Person_572,Arms Trade,UAE,FALSE,Illegal,8,1,Bank_367,Panama
TX0000004365,UK,4968725.869,Cash Withdrawal,7/1/2013 20:00,Person_9823,Casinos,Singapore,FALSE,Illegal,7,2,Bank_182,Panama
TX0000004366,UAE,3657520.475,Cryptocurrency,7/1/2013 21:00,Person_8995,Oil & Gas,Brazil,FALSE,Legal,5,0,Bank_17,Switzerland
TX0000004367,Switzerland,4710746.814,Offshore Transfer,7/1/2013 22:00,Person_6470,Arms Trade,USA,FALSE,Illegal,8,8,Bank_186,Luxembourg
TX0000004368,Switzerland,3498683.803,Cryptocurrency,7/1/2013 23:00,Person_1347,Oil & Gas,USA,FALSE,Illegal,3,3,Bank_21,Panama
TX0000004369,UAE,291341.6293,Cash Withdrawal,7/2/2013 0:00,Person_8801,Arms Trade,South Africa,FALSE,Legal,2,6,Bank_42,Bahamas
TX0000004370,Brazil,3402911.446,Cryptocurrency,7/2/2013 1:00,Person_940,Oil & Gas,Switzerland,TRUE,Illegal,6,5,Bank_293,Panama
TX0000004371,China,461240.9702,Property Purchase,7/2/2013 2:00,Person_7932,Luxury Goods,China,FALSE,Illegal,1,4,Bank_19,Bahamas
TX0000004372,Russia,996903.1263,Property Purchase,7/2/2013 3:00,Person_7086,Casinos,Russia,FALSE,Legal,9,4,Bank_183,Panama
TX0000004373,China,1434481.167,Offshore Transfer,7/2/2013 4:00,Person_6253,Arms Trade,UK,FALSE,Illegal,7,6,Bank_243,Singapore
TX0000004374,South Africa,493828.5779,Property Purchase,7/2/2013 5:00,Person_9106,Construction,UAE,FALSE,Illegal,10,9,Bank_370,Bahamas
TX0000004375,India,4838650.43,Cryptocurrency,7/2/2013 6:00,Person_4464,Casinos,Russia,FALSE,Legal,7,7,Bank_406,Panama
TX0000004376,Singapore,4655760.666,Stocks Transfer,7/2/2013 7:00,Person_3499,Construction,Singapore,FALSE,Illegal,10,6,Bank_254,Cayman Islands
TX0000004377,UAE,2727015.233,Cash Withdrawal,7/2/2013 8:00,Person_3895,Luxury Goods,USA,FALSE,Illegal,3,8,Bank_47,Bahamas
TX0000004378,South Africa,447414.6422,Property Purchase,7/2/2013 9:00,Person_1922,Luxury Goods,Singapore,FALSE,Legal,2,8,Bank_96,Luxembourg
TX0000004379,UAE,1153732.848,Cash Withdrawal,7/2/2013 10:00,Person_9274,Arms Trade,India,FALSE,Illegal,1,9,Bank_106,Bahamas
TX0000004380,South Africa,2148357.787,Cash Withdrawal,7/2/2013 11:00,Person_6425,Real Estate,South Africa,FALSE,Illegal,3,0,Bank_390,Cayman Islands
TX0000004381,China,2440632.471,Property Purchase,7/2/2013 12:00,Person_3389,Construction,China,FALSE,Illegal,9,5,Bank_32,Cayman Islands
TX0000004382,China,3840214.066,Stocks Transfer,7/2/2013 13:00,Person_541,Construction,Singapore,FALSE,Illegal,2,2,Bank_189,Singapore
TX0000004383,UK,3630036.91,Property Purchase,7/2/2013 14:00,Person_4140,Construction,India,FALSE,Illegal,7,2,Bank_302,Switzerland
TX0000004384,South Africa,1388405.522,Cryptocurrency,7/2/2013 15:00,Person_8864,Casinos,Russia,FALSE,Legal,7,7,Bank_96,Cayman Islands
TX0000004385,Brazil,1457417.7,Property Purchase,7/2/2013 16:00,Person_3518,Luxury Goods,Switzerland,FALSE,Illegal,8,0,Bank_430,Panama
TX0000004386,Singapore,4178180.7,Property Purchase,7/2/2013 17:00,Person_4464,Luxury Goods,Switzerland,FALSE,Legal,8,5,Bank_201,Bahamas
TX0000004387,India,2282331.821,Offshore Transfer,7/2/2013 18:00,Person_9324,Oil & Gas,Singapore,FALSE,Illegal,9,0,Bank_461,Cayman Islands
TX0000004388,USA,4850223.541,Property Purchase,7/2/2013 19:00,Person_7966,Construction,China,FALSE,Illegal,3,8,Bank_338,Singapore
TX0000004389,Singapore,2097059.646,Offshore Transfer,7/2/2013 20:00,Person_2890,Finance,Russia,TRUE,Illegal,4,0,Bank_378,Luxembourg
TX0000004390,UAE,3747146.124,Cash Withdrawal,7/2/2013 21:00,Person_6328,Casinos,Russia,FALSE,Illegal,10,7,Bank_146,Panama
TX0000004391,Russia,875688.2669,Cryptocurrency,7/2/2013 22:00,Person_2131,Real Estate,USA,FALSE,Legal,9,8,Bank_448,Panama
TX0000004392,South Africa,4052733.364,Property Purchase,7/2/2013 23:00,Person_1924,Real Estate,UK,FALSE,Legal,5,0,Bank_4,Panama
TX0000004393,UK,3046163.663,Cash Withdrawal,7/3/2013 0:00,Person_3065,Construction,South Africa,FALSE,Illegal,8,8,Bank_304,Singapore
TX0000004394,Brazil,4019285.16,Cash Withdrawal,7/3/2013 1:00,Person_3206,Construction,China,FALSE,Illegal,6,6,Bank_391,Switzerland
TX0000004395,Brazil,1269236.1,Cash Withdrawal,7/3/2013 2:00,Person_968,Construction,South Africa,FALSE,Illegal,5,1,Bank_474,Cayman Islands
TX0000004396,India,2778377.468,Property Purchase,7/3/2013 3:00,Person_5377,Casinos,Singapore,FALSE,Legal,2,6,Bank_100,Cayman Islands
TX0000004397,China,4129836.95,Property Purchase,7/3/2013 4:00,Person_6163,Arms Trade,Singapore,FALSE,Legal,2,2,Bank_370,Panama
TX0000004398,UAE,864506.401,Cash Withdrawal,7/3/2013 5:00,Person_5284,Construction,USA,TRUE,Legal,8,5,Bank_402,Singapore
TX0000004399,China,2456060.735,Cash Withdrawal,7/3/2013 6:00,Person_8075,Oil & Gas,Switzerland,FALSE,Illegal,9,9,Bank_195,Switzerland
TX0000004400,Brazil,3177235.543,Offshore Transfer,7/3/2013 7:00,Person_4616,Luxury Goods,Switzerland,TRUE,Illegal,3,7,Bank_87,Bahamas
TX0000004401,Switzerland,2966979.363,Stocks Transfer,7/3/2013 8:00,Person_3274,Arms Trade,Switzerland,FALSE,Legal,5,5,Bank_122,Switzerland
TX0000004402,Switzerland,3682315.749,Cryptocurrency,7/3/2013 9:00,Person_7458,Oil & Gas,South Africa,FALSE,Illegal,5,0,Bank_238,Bahamas
TX0000004403,UK,334477.0138,Property Purchase,7/3/2013 10:00,Person_259,Construction,India,FALSE,Legal,7,1,Bank_486,Singapore
TX0000004404,Brazil,3146133.683,Property Purchase,7/3/2013 11:00,Person_3507,Oil & Gas,UK,FALSE,Legal,6,7,Bank_27,Bahamas
TX0000004405,USA,48611.5564,Cash Withdrawal,7/3/2013 12:00,Person_8000,Arms Trade,Russia,FALSE,Illegal,8,0,Bank_136,Bahamas
TX0000004406,India,656875.2131,Cash Withdrawal,7/3/2013 13:00,Person_8626,Real Estate,UK,FALSE,Legal,7,9,Bank_466,Panama
TX0000004407,UAE,3358070.551,Property Purchase,7/3/2013 14:00,Person_5959,Real Estate,USA,FALSE,Legal,6,1,Bank_401,Bahamas
TX0000004408,Switzerland,1990788.283,Cash Withdrawal,7/3/2013 15:00,Person_7000,Arms Trade,India,TRUE,Illegal,4,7,Bank_387,Singapore
TX0000004409,Switzerland,2075682.464,Stocks Transfer,7/3/2013 16:00,Person_4170,Construction,India,FALSE,Illegal,1,5,Bank_383,Cayman Islands
TX0000004410,Singapore,681504.3948,Property Purchase,7/3/2013 17:00,Person_3219,Luxury Goods,Singapore,TRUE,Illegal,8,2,Bank_231,Switzerland
TX0000004411,South Africa,366830.2814,Cash Withdrawal,7/3/2013 18:00,Person_8840,Construction,Russia,TRUE,Legal,2,0,Bank_488,Panama
TX0000004412,Switzerland,3425734.159,Property Purchase,7/3/2013 19:00,Person_1931,Arms Trade,Brazil,FALSE,Illegal,3,9,Bank_389,Luxembourg
TX0000004413,South Africa,4165591.424,Property Purchase,7/3/2013 20:00,Person_6854,Oil & Gas,Russia,FALSE,Illegal,5,5,Bank_284,Bahamas
,India,4317104.977,Cash Withdrawal,7/3/2013 21:00,Person_7553,Arms Trade,Switzerland,FALSE,Illegal,2,3,Bank_255,Singapore
TX0000004415,USA,1150502.372,Cash Withdrawal,7/3/2013 22:00,Person_9369,Luxury Goods,USA,FALSE,Illegal,7,6,Bank_91,Panama
TX0000004416,Brazil,4860467.558,Stocks Transfer,7/3/2013 23:00,Person_655,Construction,Switzerland,FALSE,Illegal,5,3,Bank_230,Panama
TX0000004417,Russia,2308403.955,Offshore Transfer,7/4/2013 0:00,Person_1737,Arms Trade,Russia,FALSE,Legal,5,7,Bank_63,Luxembourg
